"table","count","colnames","age_min","age_max","curated_population","curated_disease","curated_country","curated_bodysite","curated_sex","curated_species","curated_platform","curated_description","curated_library","workspace_key","name_key"
"participant","2504","participant_id, participant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mccarroll-genomestrip-terra/Genome STRiP 1000G",":mccarroll-genomestrip-terra/Genome STRiP 1000G"
"sample","2504","sample_id, crai, cram, insert_size, instrument_model, library_construction_protocol, library_layout, library_name, library_selection, library_source, library_strategy, md_path, participant, sample_alias",NA,NA,NA,NA,NA,NA,NA,NA,"ILLUMINA NOVASEQ 6000",NA,"PAIRED<;>GENOMIC<;>WGS","mccarroll-genomestrip-terra/Genome STRiP 1000G",":mccarroll-genomestrip-terra/Genome STRiP 1000G"
"sample_set","27","sample_set_id, md_path, profiles_100, profiles_1000, profiles_10000, samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mccarroll-genomestrip-terra/Genome STRiP 1000G",":mccarroll-genomestrip-terra/Genome STRiP 1000G"
"acinetobacter_specimen","5","acinetobacter_specimen_id, abricate_abaum_plasmid_tsv, abricate_abaum_plasmid_type_genes, abricate_database, abricate_docker, abricate_version, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, assembly_length, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, est_coverage_clean, est_coverage_raw, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, kaptive_k_locus, kaptive_k_type, kaptive_kl_confidence, kaptive_oc_locus, kaptive_ocl_confidence, kaptive_output_file_k, kaptive_output_file_oc, kaptive_version, n50_value, num_reads_clean1, num_reads_clean2, num_reads_clean_pairs, num_reads_raw1, num_reads_raw2, num_reads_raw_pairs, number_contigs, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, prokka_gbk, prokka_gff, prokka_sqn, qc_check, qc_standard, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, r2_mean_q_clean, r2_mean_q_raw, read1, read1_clean, read2, read2_clean, seq_platform, shovill_pe_version, theiaprok_illumina_pe_analysis_date, theiaprok_illumina_pe_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,NA,"ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"mycobacterium_specimen","2","mycobacterium_specimen_id, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, assembly_length, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, est_coverage_clean, est_coverage_raw, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, n50_value, num_reads_clean1, num_reads_clean2, num_reads_clean_pairs, num_reads_raw1, num_reads_raw2, num_reads_raw_pairs, number_contigs, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, prokka_gbk, prokka_gff, prokka_sqn, qc_check, qc_standard, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, r2_mean_q_clean, r2_mean_q_raw, read1, read1_clean, read2, read2_clean, seq_platform, shovill_pe_version, tbprofiler_dr_type, tbprofiler_main_lineage, tbprofiler_output_bai, tbprofiler_output_bam, tbprofiler_output_file, tbprofiler_resistance_genes, tbprofiler_sub_lineage, tbprofiler_version, theiaprok_illumina_pe_analysis_date, theiaprok_illumina_pe_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,NA,"ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"klebsiella_specimen_se","4","klebsiella_specimen_se_id, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, assembly_length, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, contigs_gfa, est_coverage_clean, est_coverage_raw, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, kleborate_docker, kleborate_genomic_resistance_mutations, kleborate_key_resistance_genes, kleborate_klocus, kleborate_klocus_confidence, kleborate_ktype, kleborate_mlst_sequence_type, kleborate_olocus, kleborate_olocus_confidence, kleborate_otype, kleborate_output_file, kleborate_version, n50_value, num_reads_clean1, num_reads_raw1, number_contigs, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, prokka_gbk, prokka_gff, prokka_sqn, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, read1, read1_clean, seq_platform, shovill_se_version, theiaprok_illumina_se_analysis_date, theiaprok_illumina_se_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,NA,"ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"EDLB_Full_Illumina_PE_v-1-0-0_set","1","EDLB_Full_Illumina_PE_v-1-0-0_set_id, EDLB_Full_Illumina_PE_v-1-0-0s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"ecoli_specimen_se","9","ecoli_specimen_se_id, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, assembly_length, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, contigs_gfa, ectyper_predicted_serotype, ectyper_results, ectyper_version, est_coverage_clean, est_coverage_raw, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, n50_value, num_reads_clean1, num_reads_raw1, number_contigs, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, prokka_gbk, prokka_gff, prokka_sqn, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, read1, read1_clean, seq_platform, serotypefinder_docker, serotypefinder_report, serotypefinder_serotype, shigatyper_docker, shigatyper_hits_tsv, shigatyper_ipaB_presence_absence, shigatyper_notes, shigatyper_predicted_serotype, shigatyper_summary_tsv, shigatyper_version, shigeifinder_cluster, shigeifinder_docker, shigeifinder_H_antigen, shigeifinder_ipaH_presence_absence, shigeifinder_notes, shigeifinder_num_virulence_plasmid_genes, shigeifinder_O_antigen, shigeifinder_report, shigeifinder_serotype, shigeifinder_version, shovill_se_version, theiaprok_illumina_se_analysis_date, theiaprok_illumina_se_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,NA,"ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"Taxon_Full_Illumina_PE_v1-1-0","52","Taxon_Full_Illumina_PE_v1-1-0_id, abricate_abaum_plasmid_tsv, abricate_abaum_plasmid_type_genes, abricate_database, abricate_docker, abricate_version, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, assembly_length, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, clean_read_screen, ectyper_predicted_serotype, ectyper_results, ectyper_version, est_coverage_clean, est_coverage_raw, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, genotyphi_final_genotype, genotyphi_genotype_confidence, genotyphi_mykrobe_json, genotyphi_report_tsv, genotyphi_species, genotyphi_st_probes_percent_coverage, genotyphi_version, kaptive_k_locus, kaptive_k_type, kaptive_kl_confidence, kaptive_oc_locus, kaptive_ocl_confidence, kaptive_output_file_k, kaptive_output_file_oc, kaptive_version, kleborate_docker, kleborate_genomic_resistance_mutations, kleborate_key_resistance_genes, kleborate_klocus, kleborate_klocus_confidence, kleborate_ktype, kleborate_mlst_sequence_type, kleborate_olocus, kleborate_olocus_confidence, kleborate_otype, kleborate_output_file, kleborate_version, legsta_predicted_sbt, legsta_results, legsta_version, lissero_results, lissero_serotype, lissero_version, n50_value, num_reads_clean1, num_reads_clean2, num_reads_clean_pairs, num_reads_raw1, num_reads_raw2, num_reads_raw_pairs, number_contigs, pasty_all_serogroups, pasty_blast_hits, pasty_docker, pasty_serogroup, pasty_serogroup_coverage, pasty_serogroup_fragments, pasty_summary_tsv, pasty_version, pbptyper_docker, pbptyper_pbptype_predicted_tsv, pbptyper_predicted_1A_2B_2X, pbptyper_version, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, poppunk_docker, poppunk_gps_cluster, poppunk_GPS_db_version, poppunk_gps_external_cluster_csv, poppunk_version, prokka_gbk, prokka_gff, prokka_sqn, qc_check, qc_standard, quast_gc_percent, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, r2_mean_q_clean, r2_mean_q_raw, raw_read_screen, read1, read1_clean, read2, read2_clean, seq_platform, seqsero2_predicted_antigenic_profile, seqsero2_predicted_contamination, seqsero2_predicted_serotype, seqsero2_report, seqsero2_version, seroba_ariba_identity, seroba_ariba_serotype, seroba_details, seroba_docker, seroba_serotype, seroba_version, serotypefinder_docker, serotypefinder_report, serotypefinder_serotype, shigatyper_docker, shigatyper_hits_tsv, shigatyper_ipaB_presence_absence, shigatyper_notes, shigatyper_predicted_serotype, shigatyper_summary_tsv, shigatyper_version, shigeifinder_cluster, shigeifinder_docker, shigeifinder_H_antigen, shigeifinder_ipaH_presence_absence, shigeifinder_notes, shigeifinder_num_virulence_plasmid_genes, shigeifinder_O_antigen, shigeifinder_report, shigeifinder_serotype, shigeifinder_version, shovill_pe_version, sister_allele_fasta, sistr_allele_json, sistr_cgmlst, sistr_predicted_serotype, sistr_results, sistr_version, sonneityping_final_genotype, sonneityping_final_report_tsv, sonneityping_genotype_confidence, sonneityping_genotype_name, sonneityping_mykrobe_docker, sonneityping_mykrobe_report_csv, sonneityping_mykrobe_report_json, sonneityping_mykrobe_version, sonneityping_species, tbprofiler_dr_type, tbprofiler_main_lineage, tbprofiler_output_bai, tbprofiler_output_bam, tbprofiler_output_file, tbprofiler_resistance_genes, tbprofiler_sub_lineage, tbprofiler_version, theiaprok_illumina_pe_analysis_date, theiaprok_illumina_pe_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,"NA<;>TYPHI<;>NA<;>S. SONNEI","ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"shigella_specimen_se","6","shigella_specimen_se_id, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, assembly_length, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, contigs_gfa, ectyper_predicted_serotype, ectyper_results, ectyper_version, est_coverage_clean, est_coverage_raw, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, n50_value, num_reads_clean1, num_reads_raw1, number_contigs, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, prokka_gbk, prokka_gff, prokka_sqn, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, read1, read1_clean, seq_platform, serotypefinder_docker, serotypefinder_report, serotypefinder_serotype, shigatyper_docker, shigatyper_hits_tsv, shigatyper_ipaB_presence_absence, shigatyper_notes, shigatyper_predicted_serotype, shigatyper_summary_tsv, shigatyper_version, shigeifinder_cluster, shigeifinder_docker, shigeifinder_H_antigen, shigeifinder_ipaH_presence_absence, shigeifinder_notes, shigeifinder_num_virulence_plasmid_genes, shigeifinder_O_antigen, shigeifinder_report, shigeifinder_serotype, shigeifinder_version, shovill_se_version, sonneityping_final_genotype, sonneityping_final_report_tsv, sonneityping_genotype_confidence, sonneityping_genotype_name, sonneityping_mykrobe_docker, sonneityping_mykrobe_report_csv, sonneityping_mykrobe_report_json, sonneityping_mykrobe_version, sonneityping_species, theiaprok_illumina_se_analysis_date, theiaprok_illumina_se_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,"NA<;>S. SONNEI","ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"Taxon_Full_Illumina_PE_v-1-0-0","52","Taxon_Full_Illumina_PE_v-1-0-0_id, amrfinderplus_all_report, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report, clean_read_screen, ectyper_predicted_serotype, ectyper_results, ectyper_version, est_coverage, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, genome_length, genotyphi_final_genotype, genotyphi_genotype_confidence, genotyphi_mykrobe_json, genotyphi_report_tsv, genotyphi_species, genotyphi_st_probes_percent_coverage, genotyphi_version, kleborate_genomic_resistance_mutations, kleborate_key_resistance_genes, kleborate_mlst_sequence_type, kleborate_output_file, kleborate_version, legsta_predicted_sbt, legsta_results, legsta_version, lissero_results, lissero_serotype, lissero_version, n50_value, num_reads_clean1, num_reads_clean2, num_reads_clean_pairs, num_reads_raw1, num_reads_raw2, num_reads_raw_pairs, number_contigs, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, prokka_gbk, prokka_gff, prokka_sqn, quast_report, quast_version, r1_mean_q, r2_mean_q, raw_read_screen, read1, read1_clean, read2, read2_clean, seq_platform, seqsero2_predicted_antigenic_profile, seqsero2_predicted_contamination, seqsero2_predicted_serotype, seqsero2_report, seqsero2_version, serotypefinder_docker, serotypefinder_report, serotypefinder_serotype, shovill_pe_version, sister_allele_fasta, sistr_allele_json, sistr_cgmlst, sistr_predicted_serotype, sistr_results, sistr_version, tbprofiler_dr_type, tbprofiler_main_lineage, tbprofiler_output_bai, tbprofiler_output_bam, tbprofiler_output_file, tbprofiler_resistance_genes, tbprofiler_sub_lineage, tbprofiler_version, theiaprok_illumina_pe_analysis_date, theiaprok_illumina_pe_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,"NA<;>TYPHI","ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"Taxon_Full_Illumina_SE_v1-1-0","52","Taxon_Full_Illumina_SE_v1-1-0_id, abricate_abaum_plasmid_tsv, abricate_abaum_plasmid_type_genes, abricate_database, abricate_docker, abricate_version, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, ani_highest_percent, ani_highest_percent_bases_aligned, ani_mummer_version, ani_output_tsv, ani_top_species_match, assembly_fasta, assembly_length, bakta_gbff, bakta_gff3, bakta_summary, bakta_tsv, bakta_version, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, clean_read_screen, contigs_gfa, ectyper_predicted_serotype, ectyper_results, ectyper_version, est_coverage_clean, est_coverage_raw, fastp_version, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, genotyphi_final_genotype, genotyphi_genotype_confidence, genotyphi_mykrobe_json, genotyphi_report_tsv, genotyphi_species, genotyphi_st_probes_percent_coverage, genotyphi_version, kaptive_k_locus, kaptive_k_type, kaptive_kl_confidence, kaptive_oc_locus, kaptive_ocl_confidence, kaptive_output_file_k, kaptive_output_file_oc, kaptive_version, kleborate_docker, kleborate_genomic_resistance_mutations, kleborate_key_resistance_genes, kleborate_klocus, kleborate_klocus_confidence, kleborate_ktype, kleborate_mlst_sequence_type, kleborate_olocus, kleborate_olocus_confidence, kleborate_otype, kleborate_output_file, kleborate_version, legsta_predicted_sbt, legsta_results, legsta_version, lissero_results, lissero_serotype, lissero_version, midas_docker, midas_primary_genus, midas_report, midas_secondary_genus, midas_secondary_genus_abundance, n50_value, num_reads_clean1, num_reads_raw1, number_contigs, pasty_all_serogroups, pasty_blast_hits, pasty_comment, pasty_docker, pasty_serogroup, pasty_serogroup_coverage, pasty_serogroup_fragments, pasty_summary_tsv, pasty_version, pbptyper_docker, pbptyper_pbptype_predicted_tsv, pbptyper_predicted_1A_2B_2X, pbptyper_version, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, poppunk_docker, poppunk_gps_cluster, poppunk_GPS_db_version, poppunk_gps_external_cluster_csv, poppunk_version, prokka_gbk, prokka_gff, prokka_sqn, quast_gc_percent, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, raw_read_screen, read1, read1_clean, resfinder_db_version, resfinder_docker, resfinder_pheno_table, resfinder_pheno_table_species, resfinder_pointfinder_pheno_table, resfinder_pointfinder_results, resfinder_results, resfinder_seqs, seq_platform, seqsero2_predicted_antigenic_profile, seqsero2_predicted_contamination, seqsero2_predicted_serotype, seqsero2_report, seqsero2_version, serotypefinder_docker, serotypefinder_report, serotypefinder_serotype, shigatyper_docker, shigatyper_hits_tsv, shigatyper_ipaB_presence_absence, shigatyper_notes, shigatyper_predicted_serotype, shigatyper_summary_tsv, shigatyper_version, shigeifinder_cluster, shigeifinder_docker, shigeifinder_H_antigen, shigeifinder_ipaH_presence_absence, shigeifinder_notes, shigeifinder_num_virulence_plasmid_genes, shigeifinder_O_antigen, shigeifinder_report, shigeifinder_serotype, shigeifinder_version, shovill_se_version, sister_allele_fasta, sistr_allele_json, sistr_cgmlst, sistr_predicted_serotype, sistr_results, sistr_version, sonneityping_final_genotype, sonneityping_final_report_tsv, sonneityping_genotype_confidence, sonneityping_genotype_name, sonneityping_mykrobe_docker, sonneityping_mykrobe_report_csv, sonneityping_mykrobe_report_json, sonneityping_mykrobe_version, sonneityping_species, tbprofiler_dr_type, tbprofiler_main_lineage, tbprofiler_output_bai, tbprofiler_output_bam, tbprofiler_output_file, tbprofiler_resistance_genes, tbprofiler_sub_lineage, tbprofiler_version, theiaprok_illumina_se_analysis_date, theiaprok_illumina_se_version, trimmomatic_version, ts_mlst_novel_alleles, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,"NA<;>TYPHI<;>NA<;>S. SONNEI","ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
"shigella_specimen","6","shigella_specimen_id, amrfinderplus_all_report, amrfinderplus_amr_classes, amrfinderplus_amr_genes, amrfinderplus_amr_report, amrfinderplus_amr_subclasses, amrfinderplus_db_version, amrfinderplus_stress_genes, amrfinderplus_stress_report, amrfinderplus_version, amrfinderplus_virulence_genes, amrfinderplus_virulence_report, assembly_fasta, assembly_length, bbduk_docker, busco_database, busco_report, busco_results, busco_version, cg_pipeline_docker, cg_pipeline_report_clean, cg_pipeline_report_raw, ectyper_predicted_serotype, ectyper_results, ectyper_version, est_coverage_clean, est_coverage_raw, fastq_scan_version, gambit_closest_genomes, gambit_db_version, gambit_docker, gambit_predicted_taxon, gambit_predicted_taxon_rank, gambit_report, gambit_version, n50_value, num_reads_clean1, num_reads_clean2, num_reads_clean_pairs, num_reads_raw1, num_reads_raw2, num_reads_raw_pairs, number_contigs, plasmidfinder_db_version, plasmidfinder_docker, plasmidfinder_plasmids, plasmidfinder_results, plasmidfinder_seqs, prokka_gbk, prokka_gff, prokka_sqn, qc_check, qc_standard, quast_report, quast_version, r1_mean_q_clean, r1_mean_q_raw, r2_mean_q_clean, r2_mean_q_raw, read1, read1_clean, read2, read2_clean, seq_platform, serotypefinder_docker, serotypefinder_report, serotypefinder_serotype, shigatyper_docker, shigatyper_hits_tsv, shigatyper_ipaB_presence_absence, shigatyper_notes, shigatyper_predicted_serotype, shigatyper_summary_tsv, shigatyper_version, shigeifinder_cluster, shigeifinder_docker, shigeifinder_H_antigen, shigeifinder_ipaH_presence_absence, shigeifinder_notes, shigeifinder_num_virulence_plasmid_genes, shigeifinder_O_antigen, shigeifinder_report, shigeifinder_serotype, shigeifinder_version, shovill_pe_version, sonneityping_final_genotype, sonneityping_final_report_tsv, sonneityping_genotype_confidence, sonneityping_genotype_name, sonneityping_mykrobe_docker, sonneityping_mykrobe_report_csv, sonneityping_mykrobe_report_json, sonneityping_mykrobe_version, sonneityping_species, theiaprok_illumina_pe_analysis_date, theiaprok_illumina_pe_version, trimmomatic_version, ts_mlst_predicted_st, ts_mlst_pubmlst_scheme, ts_mlst_results, ts_mlst_version",NA,NA,NA,NA,NA,NA,NA,"NA<;>S. SONNEI","ILLUMINA",NA,NA,"theiagen-validations/PHBG_Validation_v1-1-0",":theiagen-validations/PHBG_Validation_v1-1-0"
